State,District,Market,StateDistrictMarket,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Uttar Pradesh,Faizabad,Faizabad,Uttar PradeshFaizabadFaizabad,Onion,Red,FAQ,31/07/2023,1160,1240,1185
Uttar Pradesh,Faizabad,Faizabad,Uttar PradeshFaizabadFaizabad,Paddy(Dhan)(Common),Common,FAQ,31/07/2023,1900,2000,1960
Uttar Pradesh,Faizabad,Faizabad,Uttar PradeshFaizabadFaizabad,Papaya,Papaya,Medium,31/07/2023,2400,2500,2450
Uttar Pradesh,Faizabad,Faizabad,Uttar PradeshFaizabadFaizabad,Pomegranate,Pomogranate,Medium,31/07/2023,6400,6670,6500
Uttar Pradesh,Faizabad,Faizabad,Uttar PradeshFaizabadFaizabad,Potato,Desi,FAQ,31/07/2023,1500,1680,1590
Uttar Pradesh,Faizabad,Faizabad,Uttar PradeshFaizabadFaizabad,Pumpkin,Pumpkin,FAQ,31/07/2023,1900,2100,2000
Uttar Pradesh,Faizabad,Faizabad,Uttar PradeshFaizabadFaizabad,Rice,III,FAQ,31/07/2023,2600,2700,2650
Uttar Pradesh,Faizabad,Faizabad,Uttar PradeshFaizabadFaizabad,Sugar,Chini,FAQ,31/07/2023,3760,3850,3800
Uttar Pradesh,Faizabad,Faizabad,Uttar PradeshFaizabadFaizabad,Tomato,Deshi,FAQ,31/07/2023,7600,8000,7800
Uttar Pradesh,Faizabad,Faizabad,Uttar PradeshFaizabadFaizabad,Wheat,Dara,FAQ,31/07/2023,2240,2300,2275
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Apple,Delicious,Medium,31/07/2023,9800,10000,9900
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Banana,Banana - Ripe,Medium,31/07/2023,2300,2500,2400
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,31/07/2023,5400,5500,5465
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Bhindi(Ladies Finger),Bhindi,FAQ,31/07/2023,2000,2200,2100
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Bottle gourd,Bottle Gourd,FAQ,31/07/2023,1200,1400,1300
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Brinjal,Round/Long,FAQ,31/07/2023,1800,2000,1900
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Colacasia,Colacasia,FAQ,31/07/2023,2200,2400,2300
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Cucumbar(Kheera),Cucumbar,FAQ,31/07/2023,2000,2200,2100
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Garlic,Garlic,FAQ,31/07/2023,7600,7900,7750
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Ginger(Green),Green Ginger,FAQ,31/07/2023,8800,9000,8900
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Green Chilli,Green Chilly,FAQ,31/07/2023,5300,5600,5450
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Groundnut,Hybrid,FAQ,31/07/2023,5800,6050,5950
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Gur(Jaggery),Red,FAQ,31/07/2023,3900,4050,4000
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Lemon,Lemon,FAQ,31/07/2023,3600,3800,3700
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Maize,Hybrid,FAQ,31/07/2023,1600,1750,1685
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Mousambi(Sweet Lime),Mousambi,Medium,31/07/2023,3400,3600,3500
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Mustard,Sarson(Black),FAQ,31/07/2023,5400,5500,5450
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Onion,Red,FAQ,31/07/2023,1500,1650,1580
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,31/07/2023,4300,4500,4400
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Pomegranate,Pomogranate,Medium,31/07/2023,6200,6450,6300
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Potato,Local,FAQ,31/07/2023,800,1000,920
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Pumpkin,Pumpkin,FAQ,31/07/2023,1300,1500,1400
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Rice,III,FAQ,31/07/2023,2400,2600,2500
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Sponge gourd,Sponge gourd,FAQ,31/07/2023,1200,1400,1300
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Tomato,Hybrid,FAQ,31/07/2023,7350,7500,7450
Uttar Pradesh,Farukhabad,Farukhabad,Uttar PradeshFarukhabadFarukhabad,Wheat,Dara,FAQ,31/07/2023,2200,2400,2300
Uttar Pradesh,Farukhabad,Kamlaganj,Uttar PradeshFarukhabadKamlaganj,Maize,Yellow,FAQ,31/07/2023,1800,1820,1810
Uttar Pradesh,Farukhabad,Kamlaganj,Uttar PradeshFarukhabadKamlaganj,Onion,Red,FAQ,31/07/2023,1400,1420,1410
Uttar Pradesh,Farukhabad,Kamlaganj,Uttar PradeshFarukhabadKamlaganj,Potato,Desi,FAQ,31/07/2023,800,820,810
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Apple,Delicious,Medium,31/07/2023,9630,9730,9680
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,31/07/2023,12850,12950,12900
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Banana,Banana - Ripe,Medium,31/07/2023,2630,2730,2670
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,31/07/2023,6125,6175,6150
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,31/07/2023,5380,5420,5400
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Bhindi(Ladies Finger),Bhindi,FAQ,31/07/2023,1950,2050,2000
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Bitter gourd,Bitter Gourd,FAQ,31/07/2023,2400,2500,2450
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,31/07/2023,8625,8675,8650
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Bottle gourd,Bottle Gourd,FAQ,31/07/2023,1350,1450,1400
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Brinjal,Brinjal,FAQ,31/07/2023,2150,2250,2200
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Cucumbar(Kheera),Cucumbar,FAQ,31/07/2023,2100,2200,2150
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Green Chilli,Green Chilly,FAQ,31/07/2023,5350,5450,5400
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,31/07/2023,8775,8825,8800
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Gur(Jaggery),Red,FAQ,31/07/2023,3920,4030,3970
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Maize,Hybrid,FAQ,31/07/2023,1700,1800,1750
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Masur Dal,Masur Dal,FAQ,31/07/2023,7350,7400,7375
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Mustard,Sarson(Black),FAQ,31/07/2023,5440,5460,5450
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Mustard Oil,Mustard Oil,FAQ,31/07/2023,12350,12400,12375
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Onion,Red,FAQ,31/07/2023,1550,1650,1600
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Potato,Desi,FAQ,31/07/2023,970,1070,1020
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Pumpkin,Pumpkin,FAQ,31/07/2023,1320,1430,1370
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Rice,III,FAQ,31/07/2023,2620,2670,2650
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Sponge gourd,Sponge gourd,FAQ,31/07/2023,1200,1300,1250
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Tomato,Hybrid,FAQ,31/07/2023,7450,7550,7500
Uttar Pradesh,Farukhabad,Kayamganj,Uttar PradeshFarukhabadKayamganj,Wheat,Dara,FAQ,31/07/2023,2260,2280,2270
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Apple,Apple,Medium,31/07/2023,9600,9800,9700
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Banana,Banana - Ripe,Medium,31/07/2023,2400,2600,2500
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Bhindi(Ladies Finger),Bhindi,FAQ,31/07/2023,1950,2150,2050
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Bottle gourd,Bottle Gourd,FAQ,31/07/2023,1300,1500,1400
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Brinjal,Round/Long,FAQ,31/07/2023,2050,2250,2150
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Colacasia,Colacasia,FAQ,31/07/2023,2400,2600,2500
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Green Chilli,Green Chilly,FAQ,31/07/2023,5400,5600,5500
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Maize,Yellow,FAQ,31/07/2023,1690,1710,1700
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Mango,Dusheri,Medium,31/07/2023,2500,2700,2600
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Onion,Red,FAQ,31/07/2023,1475,1675,1575
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Pomegranate,Pomogranate,Medium,31/07/2023,6650,6850,6750
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Potato,Desi,FAQ,31/07/2023,810,1010,910
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Pumpkin,Pumpkin,FAQ,31/07/2023,1300,1500,1400
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Rice,III,FAQ,31/07/2023,2410,2610,2510
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Sponge gourd,Sponge gourd,FAQ,31/07/2023,1160,1360,1260
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Tomato,Tomato,FAQ,31/07/2023,7400,7600,7500
Uttar Pradesh,Farukhabad,Mohamadabad,Uttar PradeshFarukhabadMohamadabad,Wheat,Dara,FAQ,31/07/2023,2270,2290,2280
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Apple,Kasmir/Shimla - II,Medium,31/07/2023,8800,9200,9000
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,31/07/2023,12800,13100,12955
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Banana,Banana - Ripe,Medium,31/07/2023,2500,2600,2550
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,31/07/2023,5970,6130,6055
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,31/07/2023,5250,5440,5345
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Bhindi(Ladies Finger),Bhindi,FAQ,31/07/2023,2100,2200,2150
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,31/07/2023,8500,8700,8625
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Bottle gourd,Bottle Gourd,FAQ,31/07/2023,1800,1950,1880
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Brinjal,Brinjal,FAQ,31/07/2023,2100,2300,2215
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Garlic,Garlic,FAQ,31/07/2023,7000,7300,7160
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Green Chilli,Green Chilly,FAQ,31/07/2023,5600,5800,5710
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,31/07/2023,8770,8920,8860
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Gur(Jaggery),Red,FAQ,31/07/2023,3980,4150,4060
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Lentil (Masur)(Whole),Other,FAQ,31/07/2023,6260,6450,6370
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Mustard,Lohi Black,FAQ,31/07/2023,5250,5540,5455
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Mustard Oil,Mustard Oil,FAQ,31/07/2023,12400,12600,12515
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Onion,Red,FAQ,31/07/2023,1480,1650,1570
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Potato,Desi,FAQ,31/07/2023,1000,1150,1070
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Pumpkin,Pumpkin,FAQ,31/07/2023,1480,1630,1555
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Rice,III,FAQ,31/07/2023,2400,2620,2535
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Sponge gourd,Sponge gourd,FAQ,31/07/2023,1670,1850,1760
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Tomato,Deshi,FAQ,31/07/2023,7600,7800,7725
Uttar Pradesh,Fatehpur,Fatehpur,Uttar PradeshFatehpurFatehpur,Wheat,Dara,FAQ,31/07/2023,2230,2280,2250
Uttar Pradesh,Fatehpur,Kishunpur,Uttar PradeshFatehpurKishunpur,Lentil (Masur)(Whole),Kala Masoor New,FAQ,31/07/2023,5350,5450,5400
Uttar Pradesh,Fatehpur,Kishunpur,Uttar PradeshFatehpurKishunpur,Rice,III,FAQ,31/07/2023,2300,2500,2400
Uttar Pradesh,Fatehpur,Kishunpur,Uttar PradeshFatehpurKishunpur,Wheat,Dara,FAQ,31/07/2023,2150,2250,2200
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Apple,Delicious,Medium,31/07/2023,9970,10330,10200
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),FAQ,31/07/2023,8800,8980,8900
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,31/07/2023,1850,1900,1875
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Banana,Banana - Ripe,Medium,31/07/2023,2270,2450,2370
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Barley (Jau),Dara,FAQ,31/07/2023,2150,2210,2180
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Bhindi(Ladies Finger),Bhindi,FAQ,31/07/2023,1200,1300,1250
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Bitter gourd,Bitter Gourd,FAQ,31/07/2023,2640,2800,2740
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Bottle gourd,Bottle Gourd,FAQ,31/07/2023,1170,1280,1220
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Brinjal,Brinjal,FAQ,31/07/2023,2325,2500,2425
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Cucumbar(Kheera),Cucumbar,FAQ,31/07/2023,1510,1660,1610
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Green Chilli,Green Chilly,FAQ,31/07/2023,5300,5470,5400
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Gur(Jaggery),Red,FAQ,31/07/2023,4070,4250,4175
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Jack Fruit,Jack Fruit,Medium,31/07/2023,1580,1740,1680
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Lemon,Lemon,FAQ,31/07/2023,4050,4200,4150
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Maize,Yellow,FAQ,31/07/2023,1970,2030,2000
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Mango,Dusheri,Medium,31/07/2023,2650,2900,2830
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Onion,Red,FAQ,31/07/2023,1320,1480,1420
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Pomegranate,Pomogranate,Medium,31/07/2023,6380,6650,6570
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Potato,Desi,FAQ,31/07/2023,865,1050,965
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Pumpkin,Pumpkin,FAQ,31/07/2023,940,1050,990
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Rice,III,FAQ,31/07/2023,2860,2960,2910
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Sponge gourd,Sponge gourd,FAQ,31/07/2023,1120,1225,1170
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Tomato,Hybrid,FAQ,31/07/2023,7800,8050,7900
Uttar Pradesh,Firozabad,Firozabad,Uttar PradeshFirozabadFirozabad,Wheat,Dara,FAQ,31/07/2023,2250,2300,2270
Uttar Pradesh,Firozabad,Shikohabad,Uttar PradeshFirozabadShikohabad,Maize,Yellow,FAQ,31/07/2023,1650,1800,1700
Uttar Pradesh,Firozabad,Shikohabad,Uttar PradeshFirozabadShikohabad,Onion,Red,FAQ,31/07/2023,800,1000,900
Uttar Pradesh,Firozabad,Shikohabad,Uttar PradeshFirozabadShikohabad,Potato,Potato,FAQ,31/07/2023,700,900,800
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Apple,Delicious,Medium,31/07/2023,10150,10400,10300
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,31/07/2023,1865,1925,1900
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Banana,Banana - Ripe,Medium,31/07/2023,2425,2600,2525
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Bhindi(Ladies Finger),Bhindi,FAQ,31/07/2023,1210,1320,1260
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Bottle gourd,Bottle Gourd,FAQ,31/07/2023,1140,1300,1240
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Brinjal,Brinjal,FAQ,31/07/2023,2220,2400,2320
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Colacasia,Colacasia,FAQ,31/07/2023,2140,2300,2240
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Cucumbar(Kheera),Cucumbar,FAQ,31/07/2023,1500,1660,1600
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Green Chilli,Green Chilly,FAQ,31/07/2023,5270,5400,5320
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Gur(Jaggery),Red,FAQ,31/07/2023,4070,4180,4120
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Jack Fruit,Jack Fruit,Medium,31/07/2023,1580,1740,1680
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Maize,Yellow,FAQ,31/07/2023,1990,2060,2025
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Mango,Chausa,Medium,31/07/2023,2600,2880,2800
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Onion,Red,FAQ,31/07/2023,1325,1500,1425
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Pomegranate,Pomogranate,Medium,31/07/2023,6450,6700,6600
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Potato,Potato,FAQ,31/07/2023,860,1040,960
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Pumpkin,Pumpkin,FAQ,31/07/2023,870,970,920
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Rice,III,FAQ,31/07/2023,2875,2975,2925
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Sponge gourd,Sponge gourd,FAQ,31/07/2023,1100,1250,1200
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Tomato,Hybrid,FAQ,31/07/2023,7850,8120,7950
Uttar Pradesh,Firozabad,Sirsaganj,Uttar PradeshFirozabadSirsaganj,Wheat,Dara,FAQ,31/07/2023,2260,2320,2285
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Apple,Delicious,Large,31/07/2023,9750,10000,9850
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,31/07/2023,1675,1715,1695
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Banana,Banana - Ripe,Medium,31/07/2023,2450,2525,2500
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Barley (Jau),Dara,FAQ,31/07/2023,2080,2125,2100
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Bhindi(Ladies Finger),Bhindi,FAQ,31/07/2023,1480,1525,1500
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Bottle gourd,Bottle Gourd,FAQ,31/07/2023,1585,1625,1600
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Brinjal,Round,FAQ,31/07/2023,1825,1875,1850
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Capsicum,Capsicum,FAQ,31/07/2023,4450,4525,4500
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Colacasia,Colacasia,FAQ,31/07/2023,2430,2525,2500
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Green Chilli,Green Chilly,FAQ,31/07/2023,4075,4125,4100
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Gur(Jaggery),Red,FAQ,31/07/2023,3025,3075,3050
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Lemon,Lemon,FAQ,31/07/2023,5450,5530,5500
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Mustard,Lohi Black,FAQ,31/07/2023,5050,5150,5100
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Onion,Red,FAQ,31/07/2023,1275,1320,1300
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Potato,Desi,FAQ,31/07/2023,1000,1045,1020
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Pumpkin,Pumpkin,FAQ,31/07/2023,1480,1525,1500
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Rice,III,FAQ,31/07/2023,3000,3100,3050
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Sponge gourd,Sponge gourd,FAQ,31/07/2023,1485,1525,1500
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Tomato,Deshi,FAQ,31/07/2023,7750,7850,7800
Uttar Pradesh,Firozabad,Tundla,Uttar PradeshFirozabadTundla,Wheat,Dara,FAQ,31/07/2023,2230,2255,2240
Uttar Pradesh,Ghaziabad,Ghaziabad,Uttar PradeshGhaziabadGhaziabad,Apple,Kasmir/Shimla - II,Medium,31/07/2023,6400,6600,6500
Uttar Pradesh,Ghaziabad,Ghaziabad,Uttar PradeshGhaziabadGhaziabad,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),FAQ,31/07/2023,9450,9550,9500
Uttar Pradesh,Ghaziabad,Ghaziabad,Uttar PradeshGhaziabadGhaziabad,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,31/07/2023,13450,13550,13500
Uttar Pradesh,Ghaziabad,Ghaziabad,Uttar PradeshGhaziabadGhaziabad,Banana - Green,Banana - Green,FAQ,31/07/2023,1900,2000,1940
Uttar Pradesh,Ghaziabad,Ghaziabad,Uttar PradeshGhaziabadGhaziabad,Barley (Jau),Dara,FAQ,31/07/2023,2240,2260,2250
